region,review_text,
Sawah Besar,"thank you Shangrila for the hospitality, especially Septi is very eager and super helpful. We love the experience here for the lunch. The employees Lina, Davi, Kuntoro and Rico were very heplful and sang a birthday song to our dearest friend Kevin. We love SATOO so much! Thanks!",
Sawah Besar,Lovely breakfast provide it by Sana Sini team The service topnotch and food was great. Croissants and pain au chocolate was the best and the Indonesia food was delicious  Glad to be back in town 😀😀😀,
Sawah Besar,"Love this hotel.. got a friendly service in all area and have been complied with health protocol..  during the breakfast session,we have been treated a well services from Mr Arvi and team.  Thank you very much for the hospitality..  Novi and Wenny",
Sawah Besar,"It was such a great getaway to escape the hectic world of work schedule for a while. The service from the staffs was very good, and they made sure the room is disinfected first before we enjoy our stay. We were allowed to decorate the room too and it was so much fun! Also, we love the view of Jakarta from our suite too! We would definitely go back here for another staycation!",
Sawah Besar,"Nice to stay back in Pullman, Thamrin all the staff in this hotel are really warm welcome us as a family we are really Happy and enjoyable to stay for celebration, I also enjoy the view I will come back to stay and I so Happy for surprise to my Daughter",
Sawah Besar,"Great staff, i was served by Arvi.. he explained recommended menu and we ordered Salmon Teriyaki Set menu and Mie goreng.  Food was great, service was great. Cleanliness was great as well as they do covid19 protocols. We would like to return for sure.",
Sawah Besar,"I arrived at the midnight, and bring 2 big luggage, no staff help me to take off my baggage from car, so i need to bring my luggage alone, and climb a few stairs, and that time have 1 staff, standing and talking with the reception, but he didnt help me, until i reach the lobby, and 1 another staff coming to help me, location is great, have a walking distance to pasar pagi mangga dua & itc mangga dua, easy to find food",
Sawah Besar,One of the best Hotel in Central Jakarta. All amenities are available 24×7. The breakfast they serve is healthy & too many varieties can be eaten.Hotel service is excellent. You can get taxi easily outside the hotel in Parking area.,
Sawah Besar,"Stayed 3 nights. Basic room but come with free tea and coffee. Location is at a surprisingly quiet area. Good service and a place to stay to get to the airport quickly. 20 mins walk to Mangga Dua Square where there is a Carrefour Transmart Hypermarket located. For some reason, this is the place to shop for Agarwood, some kind of incense wood as there are many shops selling this. Also cheap shopping inside this mall.",
Sawah Besar,Hotel zuri express mangga duaThank you to Nani ..jaja and  Putri All of you are very kind and humble😍😍😍😍 near by shopping area . I was sonfun in here. Recommended for staying . Food is good excelent,
Sawah Besar,"i only came to this hotel whenever i visit jakarta. the staff , the food and the rooms never dissapoint me. Always get 5 star services from the staff name Nani. a very good location, and easy access to almost shopping location.",
Sawah Besar,"Top location, direct acces to PI mall, nice iconic lobby with good christmas decoration. Spacious room, but little bit old furnish. Good, clean, various breakfast. There was no any welcome drink or any fruits or any surprise chocolates in my room like other 5 strs hotels.",
Sawah Besar,"For anybody who still worry to do some staycation for yourself or for your family, i have to say Grand Hyatt as a 5 star hotel, definetely gave the best standard to handle this kind of virus, from the entrance till the room, everything are well prepared. Thank you Grand Hyatt for your amazing service with amazing promotional rate. Stay safe and keep healthy!",
Sawah Besar,Excellent service. Spacious rooms. Mesmerizing room view. Clean rooms. Pandemic precaution in place. Relaxing stay. Breakfast was lovely. Family friendly. Pool was under renovation but can't wait until the renovation is complete. Five star staycation.,
Sawah Besar,"Grand Hyatt should be the grandest of all Hyatt property. In Jakarta, this property is iconic and located above the luxury Plaza Indonesia Mall and facing the Bundaran HI. I really had very high expectation about this hotel.   The lobby is grandeur and huge. Check in was no hassle, I book the night from Traveloka during their flash sale, so I had a very good rate.   The room itself is large and spacious. But it's just not luxurious and seems old. The bathroom is small, but it has bathtub. What disappointed me the most are the bed. I booked twin bed and stay with my friend. But the twin bed configuration is not really twin bed. It's more like double bed split in the middle. There's no space among the 2 beds, literally sticks to each other. The design is not well thought and",
Sawah Besar,"The staff was very helpful, the service was incredible. Very clean room & nice breakfast. Even though i paid for the promo and got late check out till 3PM! the service beyond expectation. Thank you Grand Hyatt!",
Sawah Besar,"If you just want have a simple cozy bed, and crash later at night with no other purpose, this hotel may be a smart decision to stay. Everything is measured by your needs. Comfy bed, cool air conditioner, simple compact bathroom, with a clean sleek modern design. It serves its purpose as a smart budget hotel for your convenience.",
Sawah Besar,"Smart Hotel for Smart People Clean place, humble staff Good price, good deal Exclusive Gift Quick response when the staff found any problems with my group Good Security Excellent responsibility ( front staff )",
Sawah Besar,"Room so small but good ambiance, air cond. not to cool but they have a fan in every room, price is so so not cheap and not expensive, because they didn't have any amanities (likes sleepers, tooth brush, tooth paste), location 7.",
Sawah Besar,"Nice hotel, with nice staff  clean room. Great location, valuable rate. Green hotel, due to less plastic consumption.  Overall I love this hotel. Keep it up Red Planet Jakarta Pasar Baru. I will be back!",
Sawah Besar,Two issues with this hotel:  1) air-conditioning doesn't cool the room that much. Are their air-conditioning units properly maintained or are they set to not cool below a certain temperature to save on electricity costs?  2) the cigarette smoke stench inside was the room was quite unbearable. I specifically requested non-smoking but still the room was stinky.,
Sawah Besar,location was ok but only towel and soap were given there was no dental kit. I was disappointed with the choice of breakfast there were no bread all. And they were doing  nothing to offer. So what for the breakfast was included but the fact was nothing. what a bad experience.,
Sawah Besar,"A nice place to have a holiday or for travel business. Good staff and management, clean room, a cozy cafe wich is 2 place for smoking and no smoking area. I think you guys should try this place... By the way it's very cheap but the place is realy good...",
Sawah Besar,Service is good. Coffee is really good. Room is clean and decent. Pricing is budget friendly too.   Location is also smack in the middle of the city. Its near a lot of places that you want to go as a tourist.  Overall its a great budget hotel.,
Sawah Besar,"Room very clean. Room service. Room service is very friendly. Very strategic location, close to the Pasar Baru market. Good for vacation. Culinary tour and clothes shopping. Near to the train station between Juanda Station and Sawah Besar Station.",
Sawah Besar,"Very friendly receprionist. Fast checkin process.  Room and bathroom very clean. But very limited amenities. just a pouch of multipurpose liquid wash, a chunk of soap, two bottle of mineral water. no tooth brush and tooth paste, no hair dryer, no slipper (they have some for sale), no cloth hanger.",
Sawah Besar,"Very good ambience. Nice room. Minimalist room. Clean hotel. Very nice Front Office is Ms. Yeni. I will  stay in this hotel again. All Staf like security, etc are vey nice. Feel like at home. Hope Heef Hotel will open other branches. Thank you",
Sawah Besar,"This hotel is nice and near Pasar Baru, but the location is crowded.  Regarding location, since there is shopping mall near hotel, I can buy something necessary if I have time. It is a near from cetral Jakarta.  They have restaurant and roof top. In total is ok and can try to stay here when visit jakarta alone or with couple to stay.  Room is comfortbale. Good house keeping. The interior is a cuttie with modern girl design. love it.  Basically, I'm satisfied stay in hotel.",
Sawah Besar,"Front office is so helpful, thank you Ms. Dinda.  Spacious room, nice breakfast, favorite hotel because it have a lot of thematic spot to take a picture, also they have their own supermaket on basement.",
Sawah Besar,"We stayed in Heef Hotel for one night and everything was good. The lady at the Reception was really helpful and kind.  This hotel is strategically located opposite Passer Baroe, a place to go if you're looking into buying Musical Instruments or just tasting the local food. There's a stretch or market where you can buy things from non-branded slippers, bags, dresses and wigs!  The hotel breakfast was simple but tasted good. They had a choice of local breakfast which is rice, a main dish, some vegetables and keropok. Then, they served Koko Krunch, Bread, Coffee, Tea and Fruits! Good enough.  We're planning to come back again very soon.",
Sawah Besar,"My honeymoon stay at Heef Hotel (late check in 3rd of august around 8pm) has been a good one. Very nice welcoming & informative  staff (Mr. Purnama & Dodi)a lil'bit forgot the name,Sorry if there's a myspelling name. and thank you Mr. Slamet Santoso (Hotel Manager) for a lovely arragements at our room. The room was clean,good size not too big/small and overall the staff is very helpful. I recommend Heef Hotel for stay in Central Jakarta with best price,good service and nice room.",
Sawah Besar,"I got room at 6th floor, and the view at night so good. Staff are very nice, pool is good, the location nearby Grand Indonesia & Tanah Abang. overall I love to stay here, maybe will be back next time!",
Sawah Besar,"Millennium Hotel Sirih, a four-star deluxe, has a vast building. The hotel is well maintained the staff is friendly and helpful. The room looks good, and the bathroom is clean, and this is important. They also support the safety protocols, and the swimming pool is used for several people with a limitation time of around 1 hour for each person. And a suggestion from me to improve the Hotel amenity, thank you",
Sawah Besar,"Next please dont put me on 13th floor, because my little girl saw shadow in the room, and she is crying and want to going down. She is scare and finally she is going down with her mother to report to duty manager on the lobby.",
Sawah Besar,"Booked this hotel because from the flash sale of an online travel ecommerce. The protocol was being applied. The security checked our body temperature. The front office staff aren't really friendly, but they were very clear on telling the regulation and hotels details. the old vibes are very strong felt in the elevator, the keycard was'nt for tapped, instead we needed to slide inside the machine. The room is good, very clean, no strange odor. The bathroom is okay, the amenities just okay. At that time, the kids were disappointed because the pool was closed. According to the staff, it was closed due to Covid-19. So we were just spending the time at the room.",
Sawah Besar,"I have been to quite a few countries, But Jakarta Mulliuen Hotel was impressive with the Hospitality was outstanding with Service the meet more than my expectations, The Front Team was superb in my service to get a shoe, Shopping for friends and restaurants and taxi and moped usage, every time I left my room which was cleaned with lemongrass and the Hallways also. they asked about a breakfast upgrade and Cocktail event each day was divine! God Bless  all of them!!",
Sawah Besar,"I stayed at the Borobudur hotel for quarantine purposes and while staying here I got the best service from Mr. Fahmi Firmansyah as a room attendant. The service and facilities are very good and satisfying, hope to come back again to stay at the borobudur hotel and i suggest to my colleagues to stay at the borobudur hotel.",
Sawah Besar,"I used to staycation with my family at Borobudur. The hotel have very large area. The room is big and comfortable, very fit for family. My favourite spot is the swimming pool, because the pool is so large, good for your exercise. There's an authentic food in there, it's an Oxtail Soup, or Sop Buntut Borobudur. You should try!",
Sawah Besar,"For Mrs. Diah From room 1120 I thank Mrs. Diah who has been very helpful in room service during my quarantine. nice and friendly attitude, and good job. always success for Mrs. Diah and may you always be given health.  Warm greetings To  Mrs. Diah",
Sawah Besar,"The room was amazing and the view superb. One thing that really stood out was the fantastic level of customer service.  This was consistent over all interactions with staff. All the staff were so attentive helpful, always upbeat especially considering the most trying time we are now in with Covid returning. A big thank you to Mas Anto who went over and beyond to accommodate my room request.  He introduced himself to me as the person who I had been communicating with and was so helpful.",
Sawah Besar,"For  Mr Prasaditya Room (1234)   Thanks for mr aditya,,,as long as i'm very happy with your service,,good attitude,good cleaning,also you are take care all item base on standart.  Keep your spirit and success for you  Regard  Fatur",
Sawah Besar,"We have a meeting in that area and found this hotel is very close to it. The hotel is clean, provide water dispenser instead of bottled water. But we have to change room as the Air Con not working properly. Breakfast is decent, good Indonesian meal. The staff will serve you at breakfast amid COVID.",
Sawah Besar,"The place is strategic, nearby with culinary place. Especially Joni Steak, the food I reallu wanted to try and thank God is nor far from the hotel. The room is good, all stafg are so friendly. Overall so nice.",
Sawah Besar,"Perfect breakfast, complete condiments and drinks.  Excellent services, helpful and feiendly staff  Clean room and quiet, i have a good sleep in this hotel,  Helpful Housekeeper for handling my needs  Recommend Hotel",
Sawah Besar,"the overall environment is good. i love the fried rice from Room service. near to Mangga besar and krekot food center. easy access, easy to find food and Favehotel Pasar BAru has Alfamart at their basement level so it is very convenience.",
Sawah Besar,"A cosy hotel with just the right room size for 2. The hotel is near several food shops down the street so it was easy, and the location was good to get around. The staff were extremely friendly and helpful and the hotel overall was nice.",
Sawah Besar,"first time staying at this hotel, first impression was good, check in was fast, free parking at the compound, room was clean, spacious and i can say, a litle bit typical of Orchardz establishment  breakfast offering verieties of food which for anyone can be satisfy with the selection, 24 hours shop just a walk away from the hotel, in house karaoke & spa massage, what else you can ask, just stay, relax & enjoy the stay  thank you Orchardz Jayakarta, I m pretty sure will stay again in the next visit",
Sawah Besar,Good hotel to stay.. Nice and clean.. Soft and comfort bed.. Air conditioning cold and comfort.. Very friendly and helpful staff.. Delicious food from the cafe.. Shops are in walking distance.. Recommended!!!,
Sawah Besar,"I stayed two nights here with my wife in February 2019. I like the hotel, but the English skills of staff were lacking but with my Bahasa skills we were fine. Plus this is a hotel where locals stay, so you come to expect it. The staff was very friendly. The room was nice with a king sized bed. The bed was a little hard for me, but this is the norm in Indonesia. Other than my wife there was only one other foreigner staying at the hotel, which I do not mind. I would stay here again when passing through Jakarta.",
Sawah Besar,"the room good enough, and service was good . breakfast food tasty i like it . but i don't like the pool next to bar, it was weird while you swim there was people eating and hang out and you can't do cannonball in the pool hahaha .",
Sawah Besar,"We stayed here our last two nights on a 5-week trip.  After a lot of budget hotels with more broken than fixed things it was very comfortable to come here and sleep in spotless linen, with working lights and no furniture broken or damaged.  The swimming pool is also very nice after a hot day of sightseeing. A bit weird though that the pool area is more or less in the restaurant.  Very friendly and helpful staff.   When we stated here, they were renovating on our floor so the hallways had a very bad, chemical smell. But that had no effect in the rooms, you only smelled it when you got out.",
Sawah Besar,"Hotel is recomend for traveller, easy to reach. But if do you want good breakfast, you will dissapointed. Only bread and a cup a coffee only. So you must prepare breakfast youself. But overall is good.",
Sawah Besar,"What can I say..  Front desk, ladies were friendly, Men were not friendly. Houskeeping staffs were hanging out and chit chat loudly while doing their jobs  and I could hear their conversation clearly inside the room. aircon was not cold at all, and hotel gave me room which was so noisy, there was a construction work on the next building, while I have requested quiet room when booking. Lots and lots of mosquitoes everywhere in the lobby, hallway, room. i could not sleep at all. Breakfast is poor. Only one bread with tea/coffee. Nothing else. Location, to pasar pagi 15-25mns walk, to itc 10mns walk. No restaurants nearby  you should go to itc for food. The good things were cleanliness  and a comb in a toilettries bag. Securities were friendly too (although quite busybody asking me",
Sawah Besar,"This hotel is a recommended one if you want to stay at a good hotel with affordable price. It's very near to the ITC Mangga 2, you just need to walk for a few minutes. It is next to a 24 hour store, and there are many local cafes/shops that sell good local food nearby. I really enjoyed staying there.",
Sawah Besar,"this property located very near the mangga dua mall, only 5 minutes walk. However if you want to go to other shopping area like Thamrin, Tanah Abang or Pasar Baru need to take taxi or other type of transportation. It cost around 30,000 - 50,000 RP by taking Blue Bird taxi. Staffs were very polite and respect each guest. Overall hotel was ok except that the Wifi was unavailable for almost 2 days and TV reception was out for 1 day. That really turned us off.",
Sawah Besar,"Clean & tidy room, staff is very helpfull. I will suggest to my friend and family if went to Jakarta. Near with Pasar Pagi mangga 2 Dua and infront hotel have night market. Can shopping there. Overall im satisfied. Good hospitality keep it up 👍🏻",
Sawah Besar,"Best Western hotel concepts kinda dark n colonial type ... some how the management managed to give a touch of a horror and sprinkled a light dust on the wood tile floor : thus, easily find foot forensic ... smart huhh.   Tempted to sleep with shoes on but mom always remind me with big NO, NO boys.",
Sawah Besar,"I really enjoyed and comfortable stay at Bestwestern Mangga Dua Hotel, very helpful, the food is delicious, all staff friendly especially Diyani ( Front Desk )  and Room clean. The hotel has a big swimming pool for my daughters and me . overall is GREAT. The best of hotel in Mangga dua !! .  Big thanks for Best Western Mangga Dua Hotel, we will back for sure.",
Sawah Besar,"My husband, my ten months daughter, and I were staying here only for one night. The location is good for shopping at ITC Mangga dua and having some at Dufan, plus if you want to try the best seafood by the beach too. Checked in with Ms. Putri, which so professional and friendly. The room is very spacious and clean. Talking about the food, we went for breakfast, lunch, and dinner there. Every time we had food and drinks is always delicious. We tried the BEST pempek in Jakarta , and beef pindang, nasi tampan set, cost 88k. It's fantastic for all of us. I cannot how delicious the food was is just incredible in our mouth and tummy. We also went to the spa for a 1-hour massage, mba Alvi and tiffany had a magic hand. Our body was so relaxed and felt refreshed when it finishes. We had",
Sawah Besar,I font have many word to describe but my atau was fantastic only some kind of food choice surround Is limit but surely they view room was wonderful definetely would come back again staying here .ah i prefer using grab hotel provide it,
Sawah Besar,"Great food available with many options, of fruits, Indonesian and other kind of food. Very helpful staff, especially Melinda that provided a great special coffee every morning! Thank you also for all the staff, that are very kind and gentle. Terima kasih!!",
Sawah Besar,Sort of  old hotel situated nearby Pasar Baru.I like the atmospere of the hotel cosy and quite.Easy accessible for getting taxi and public transport.The breakfast is delicious and plenty of choices...Like  fried meehon and omelet the most.Room service is excellent.Check in and out are efficient especially when the front liner ninik is around.The tall doorman is so friendly hospitality.,
Sawah Besar,"We booked this hotel for my birthday because every site says it has a pool. First they tried to tell me there is no pool, only a jacuzzi. Then I showed them the photo and they said it is men only. They refused to give me a refund. No we have a hotel for 5 nights that does not allow women to use all the facilities.",
Sawah Besar,"We stayed there in this April for one night. Staff service was excellent, they were really helpful. specially Micheal and Ninik. They have free breakfast buffet with really delicious foods. I highly recommend this place.",
Sawah Besar,"Drinks are reasonable, Heineken beer will cost 125k including tax. Service is good  You get what you pay for It’s a good for one time visit  Ground floor, second floor and fifth floor has club  Second floor service is better. But beware of ladies drink.",
Sawah Besar,"The hotel located in Central Jakarta, near to Food district, i.e. Mangga Besar & Pecenongan.  Wide parking lot, various menu of breakfast, Proactive staff, and Complete nightlife entertainment (club, karaoke, lounge, spa, etc).  When many Travel search engine put this hotel with 4 star, I want to put only 3.5 star, cause some facility in this hotel slighly old. But overall, I want still to visit this hotel in the future.",
Pasar Minggu,"I booked from OTA while they’ve flash sale, only around IDR 500K. Front Desk Agent very nice & really helpful. But, unfortunately the Restaurant, Bar & Pool still close during PSBB. Breakfast was good, with in room dining service and many choices of menu.",
Pasar Minggu,"The first time expected to this hotel was great, all the proses was so well but the badly is nothing to do the phone, television, and internet access doesnt work until the night so mad and bored, the reception said system on down try to fix but 7 hour nothing to fixed at all. I have to down to reception counter to ask something (many times) until the reception give the WhatsApp no for any req. this problem should be have to think and act. This is my first time stay at hotel and get this worst experience.",
Pasar Minggu,"1. It was located on the side of the roadway (one way), because the roadway was split by the toll-road. It was quite far from Shopping Centers, Restaurants, or Tourism places. Luckily, there was De Entrance Arkadia"" which offered several cuisines and could be accessed easily by foot. Or, wait until the ""AEON Southgate"" opens up for the public in the future.  2. The room was nice, clean and spacious. I booked a Deluxe Queen room. It had a small panel inside the room next to the entrance door which had 3 options (“Do not disturb”, “Clean up my room”, and “Please wait”) that we could use to communicate with the hotel’s attendants/outsiders. It was linked to another panel outside the room showing the option we chose from the inside. Mirrors were everywhere, you could find the""",
Pasar Minggu,"1 nights stay experience at Aston Priorty Simatupang was lovely. Highrise building concept offered best city view completely with restaurant, swimming pool also gym. The spacious room with cleanliness detail by amenities. I joined buffet lunch promo and worth it. Breakfast so complete with various of food. Thanks for a hospitality.",
Pasar Minggu,"It has situated in a friendly environment and hub to conduct conferences in the city. Well trained staff and good food. Clean room and good room service, also very good reception staff, make us to come again.",
Pasar Minggu,Find homy accommodation in the heart of South Jakarta. Super nice ambiance and perfect serves from all the staff.  I love all the classic furniture. It feels like to stay at home but with all the hotel facilities. Great stay!!,
Pasar Minggu,"The management upgraded our room to deluxe when superior rooms (our booking) all occupied for. The establishment has a nice and homey feeling to it, like coming to my grandparents' house. The room itself is quite large, but we can see the AC unit was quite old and not as cold as it could be in a very hot day. And for me it's weird when they provide two sets of tea cups, but there's no electric kettle nor tea bags/coffee sachets/sugar, which can only mean those cups for drinking water only?   Overall, I'm staying here paying basic price for basic accommodation and no complaints in that department.",
Pasar Minggu,"I thought that this is a small hotel but actually they have like 40 rooms. The hotel was nice with a vintage interior. The room is not too big but comfy and clean. They have a small pool but I didn't use it.  We love the breakfast, it's Indonesian food and surprisingly good!",
Pasar Minggu,"We first visited this hotel in Okt 2014 and visited it again on 9/10/11May2016 as it is closely located to the area where my wife's parents are living. I have to say that i was pleasantly surprised about the improved breakfast as that was really poor 1,5 year ago. Also the room where the breakfast is served nowadays is really convenient. It's a rather small hotel so don't expect a huge variety but if you're used to Indonesian food you will be perfectly fine. We also tried some diner dishes which perfectly met our expectation and can be considered as very affordable. The staff really tries to do everything in their power to give you a pleasant time and the manager as well as sales manager every now and than, ask if things are as per expectation and they really appreciate and use",
Pasar Minggu,The place is really average. The location is good. Its close to Pejaten Village mall and a massage is just beside.  This location means that you are close to Ampera and Kemang.  The breakfast was really bad.  I stayed at the ground floor. The room wasn't noisy ans bed was a bit hard and I like it that way. The bathroom was always refilled with brush paste.   Staff tries really hard. Service is extent good. I got my shirts pressed for free everyday.,
Pasar Minggu,"A good and proper place for staycation especially for family. Near Ragunan Zoo and Pejaten Village mall, also Kemang and Cilandak area. Some food place and shop around hotel, also near Transjakarta shelter for public transportation user. Really a peaceful place to begin with and there is a small gym and pool for daily activity. Affordable and good impression for the hospitality service. Only the food needs to be improved. Recommended overall.",
Pasar Minggu,"i stayed a night with my family for our holiday.  its not convincing from the street, its looks ordinary small building, but when i got inside theres a nice welcome lobby, the bar and resto had a very good interior design, overall the goods on the hotel have a great taste of interior design, they had modern sanitary and spacious clean room.  the facility quite complete, they had a gym and a pool but the air conditioner in our larger suite room is too small for huge room  so i had a nice experience to stay there",
Pasar Minggu,"This hotel is located strategically as it is close to the Ragunan zoo, and is surrounded by apartments, gas stations, and shopping centers. Completed with a swimming pool, fitness center and meeting rooms made this hotel suit for business. Semi-western interior also comfort for foreigner including the taste of food and room suite.",
Pasar Minggu,The Deluxe Room is very spacious. Menu of Breakfast change everyday. Tasty enough. Strategic location in South Jakarta near Ragunan Zoo and Pusdiklat PLN. There are Busway Stop in front of hotel. Many food stall around it.,
Pasar Minggu,"Stayed here for family trip. Nice little hotel. The staff is very attentive, breakfast was good they served up Fresh Sushi. Very good considering the price. The Suite room we stayed in is huge, the bathroom is marbled and also the coffee shop has high end espresso machine. Will come again",
Pasar Minggu,Oyo aplikasi baru diIndonesia... banyak promo...salah satunya nginep gratisan hehehehhe.... saya menginap secara gratis... untuk kamar standar oyo bagus...kasurnya empuk...ada ac dan ada air minum...secara umum bagus,
Pasar Minggu,"not realy comfort place, but u can find a cheap price here. almost the visitor here are a couple to take a express love from a girls who sell a love around hotels. but this hotels placed in strategis place in east jakarta.",
Pasar Minggu,"We book the hotel due to the convenient distance of a family event. To our shock after 2 hours flying and 2 hours airport transfer by road we ended up in a filthy LOVE BIRD"" short time hotel.. Arriving by 8:00 PM our room was still not available and once we took the time about 30 mins later its smelt of the FRIED RICE and the sheets was stained and smelly. WISH I had the UV light scanner. AC was not working, and the toilet floor was SLIPPERY.  We decided to ABANDON SHIP and move out the room...""",
Pasar Minggu,"really affordable and simple and good location. pure answer to simple needs thats safe, friendly and easy access. would still suggest this to budgeted travellers from outside jakarta and not much of a needy users or guests...",
Pasar Minggu,"Really. I never expected anything this bad. I was simply too exhausted to go home (which takes 3 hours, by the way) so I thought why not find a cheap room where I can crash for the night and get off in the morning for work.  And this cost me almost 20 USD for real. I really am holding back from using the f word.  I can't even call this a hotel. The receptionist was rude af—and that desk didn't qualify as front desk by the way. The exterior seems acceptable, but I regretted spending a dime for the hotel as soon as I stepped into the room. The bed was freaking filthy disgusting. Pretty sure the linens hadn't been washed at least in days, the bathroom never been cleaned in weeks, and everything was just downright disgusting.  I had to turn the lamp off and wear all my clothes on",
Pasar Minggu,"I know I am looking for cheap place to stay but I found some affordable places that better than this one. The bathroom is terrible, no view, fuggy, the tv channel is not clear. Especially it was rainy day.",
Pasar Minggu,"Jakarta is much bigger than Kuala Lumpur a lot as it divides to 5 districts, and it locates at most south end of Jakarta Selatan district with all housing areas. No public buses and trains nearby, only can take by taxi, even go nearest popular spot, Raguan Zoo, also need taxi go there for 30 mins, which is impossible walking around at all. Go to main city centre of Jakarta by taxi also needed at least 2 hours due to extreme super duper heavy traffic jam. At night, nearby hostel has no road lights at all, is very dangerous for all people, especially our family trip with 4 female. Besides that, opposite of the hostel having big construction, so dust and haze flow around until we are not dare open window for whole day. The hostel outlook is showed that no renovation for improvement",
Pasar Minggu,"Actually it is not hotel ! it is only rooms sold to be rent hourly with for couples. the room is disty, even I pushed the staff to change the sheet because many hairs from other guest before. It is a joke to say this place is 3 star hotel. Never use this hotel anymore, it is my promise to my self",
Pasar Minggu,"When looking for a wedding venue for friends, I saw an advertisement on Instagram regarding an intimate wedding package. I immediately contacted one of the sales. She was very friendly and gave detailed information about the package. regarding the predetermined date is very tight, so I need everything extra fast regarding dealing. she was very patient in handling us who were very concerned about the venue, catering and other operations. On the D-day, everything went well and the bride and groom and their family were very happy with the event. all the staff there are very friendly, even though at that time the hotel has not officially opened. In my opinion, the rooftop bar is perfect for a small wedding venue. Thank you Ms. Meisya for being part of my friend's wedding. good job !",
Pasar Minggu,"Staying for 1 night with family in Aloft it was so amazing! Good ambience, Clean Room, friendly staff especially sabrina, fernandes, and zaelani made our stay so specials! Thank you for the extra mile while we had breakfast and made pouched egg as the request it’s So perfecccccct✨ Definitely we’ll back soon!",
Pasar Minggu,"The hotel seems new and nice. Their interiors and designs are more like lifestyles and colorful. The lobby also had billiards, and their swimming pool is in rooftop with bar, super great. Service are ok, overall it was a great staycation for those who need some getaway at Jakarta.",
Pasar Minggu,"The room was perfect, but the most memorable one was when there was a minor incident inside the room and they handled it with great courtesy and efficiency. No unnecessary chit-chat, they made sure my stay wasn't disturbed and fixed the issue right away. I enjoyed such efficient service and how they take care of me as a guest.  When I checked-in, they also briefed me about certain changes of the service following the health protocol thoroughly and with a clear and friendly manner. I didn't need to ask anything, they had explained all my concern.",
Pasar Minggu,"Safwah Bintaro is a great place stay. The staff are so very accommodating and helpful,  and all with a big smile. I have loved my time here with them.  The breakfasts have been delicious even for my european taste buds. The rooms are clean and tidy, and the beds so comfy. A very big thank you to all the team at Safwah Bintaro.  Kindest regards Rob",
Pasar Minggu,"This hotel is quite, clean and will give you good sleep quality due to its serenity. The staff were friendly and helpfull but the premises needs more street sign from Bintaro sektor 9 st to help the guests to find the hotel. Nobody will ever think to find a hotel on a narroe H. Som st.",
Pasar Minggu,"This is an incredible place to stay! The rooms and facilities are very good, and improving as I write this through investment in updates and expansion. The thing that makes this hotel stand head and shoulders above any hotel I've ever stayed in is the staff. Nothing is too much trouble for them, and everything is done with a warm smile and a warm heart.   If you're planning to stay in Bintaro, stay here and you'll be very well looked after.  I give this place the highest recommendation possible and will be sure to return.  Thank you so much to all of the staff at the Safwah.",
Pasar Minggu,"We stayed here as part of a study tour and the staff were the nicest, most accomodating people I have met in a long time. They offered a driver service which was unbelievable and we were very grateful to have help getting around.  The hotel is comfortable, clean and we enjoyed our stay very much.  Would stay here again on my next trip definitely",
Pasar Minggu,"I stayed in this hotel for three days and it was a really nice stay. The hotel room and bathroom are clean, coffee and tea are provided, everything is tidy and cozy. The breakfast and meal are also really good. The hotel provides several types of breakfast.",
Pasar Minggu,"I booked 5 rooms for me and family for 2 nights. The main reason I chose this place to stay is because the rooms are spacious and equipped with a comfortable family room. Although located in the middle of the city of South Jakarta, this hotel provides coolness and calmness. Swimming pool suitable for families. The hospitality of the hotel staff was good. I thank Mr. Arief for accommodating my room according to my criteria and needs. I really recommend you stay here if you have a plan to visit Jakarta, between short or long stay! Thank you Pejaten Valley Residence! Can't wait to see you on my next trip )",
Pasar Minggu,"Location not too far from Kemang area, close to pejaten village ( shopping area )  It’s a remote in town, feels like home and a spacious room you will like to stay here.  Has a pool with green area.  Meals for breakfast are good, staff here so nice and hospitalize services.  Will be back again for sure.",
Pasar Minggu,"1. Dirty bathroom with an old mirror and lots of musquitos. 2. Old towels. 3. Dirty sofa. I couldn't let myself to sit on it. 4. Stinky fridge and the kettle and its cover is broken. When I asked for a new kettle, the worker said that all kettles have the same condition. Lucky it still works.  Place is quiet and staff are friendly except one day they knocked the room door and woke me up before 7am (breakfast time) without reservation. Indonesian basic breakfast. Not happy with the amount of money I paid.",
Pasar Minggu,"The location and building is good, but need more maintenance. The bathroom has problem with drain when I was here, and I have to repaired it by myself. Also towel for guest not prepared well, I ask for replacement after found dirty towel. Hope will get better in future because the location is very close with my office.",
Pasar Minggu,"Have stayed here twice. A nice, quiet, calm and refreshing place to stay in Jakarta.. Though hidden, but easily found. Near many good restaurants and a shopping center, easy to find anything you need. The room is very spacious, clean, well-decor and comfortable. The breakfast could be better, because there was too few options and quite bland. The staffs were very helpful though. Overall, definitely will stay here again someday!",
Pasar Minggu,It's easy to find the location by following the maps. It was noisy because our room was just in front of the stairs and people chatting until late at night. Only got 1 blanket and TV satellite only worked for 2 or 3 international channels,
